"ResFreq [GHz]","ResFreq2 [GHz]","Freq [GHz]","dB(S(1,1)) []"
270,307.5,125,-0.102316752172801
270,307.5,125.625,-0.102837787696793
270,307.5,126.25,-0.103354176137293
270,307.5,126.875,-0.103866204554098
270,307.5,127.5,-0.104374154187069
270,307.5,128.125,-0.104878300605223
270,307.5,128.75,-0.105378913854356
270,307.5,129.375,-0.105876258603331
270,307.5,130,-0.106370594289121
270,307.5,130.625,-0.106862175260757
270,307.5,131.25,-0.107351250922237
270,307.5,131.875,-0.107838065874503
270,307.5,132.5,-0.10832286005656
270,307.5,133.125,-0.108805868885842
270,307.5,133.75,-0.10928732339789
270,307.5,134.375,-0.109767450385364
270,307.5,135,-0.11024647253655
270,307.5,135.625,-0.110724608573333
270,307.5,136.25,-0.111202073388736
270,307.5,136.875,-0.111679078184084
270,307.5,137.5,-0.112155830605818
270,307.5,138.125,-0.112632534882034
270,307.5,138.75,-0.113109391958797
270,307.5,139.375,-0.11358659963622
270,307.5,140,-0.114064352704459
270,307.5,140.625,-0.11454284307955
270,307.5,141.25,-0.115022259939203
270,307.5,141.875,-0.115502789858604
270,307.5,142.5,-0.115984616946191
270,307.5,143.125,-0.116467922979529
270,307.5,143.75,-0.116952887541298
270,307.5,144.375,-0.117439688155409
270,307.5,145,-0.117928500423341
270,307.5,145.625,-0.118419498160711
270,307.5,146.25,-0.118912853534127
270,307.5,146.875,-0.119408737198406
270,307.5,147.5,-0.119907318434169
270,307.5,148.125,-0.120408765285878
270,307.5,148.75,-0.120913244700383
270,307.5,149.375,-0.121420922666036
270,307.5,150,-0.121931964352426
270,307.5,150.625,-0.12244653425079
270,307.5,151.25,-0.122964796315201
270,307.5,151.875,-0.123486914104583
270,307.5,152.5,-0.124013050925623
270,307.5,153.125,-0.124543369976677
270,307.5,153.75,-0.125078034492743
270,307.5,154.375,-0.125617207891605
270,307.5,155,-0.126161053921222
270,307.5,155.625,-0.126709736808461
270,307.5,156.25,-0.127263421409312
270,307.5,156.875,-0.127822273360643
270,307.5,157.5,-0.128386459233647
270,307.5,158.125,-0.128956146689097
270,307.5,158.75,-0.129531504634512
270,307.5,159.375,-0.130112703383396
270,307.5,160,-0.130699914816674
270,307.5,160.625,-0.131293312546489
270,307.5,161.25,-0.131893072082474
270,307.5,161.875,-0.132499371000708
270,307.5,162.5,-0.133112389115511
270,307.5,163.125,-0.133732308654234
270,307.5,163.75,-0.134359314435244
270,307.5,164.375,-0.134993594049338
270,307.5,165,-0.135635338044706
270,307.5,165.625,-0.136284740115741
270,307.5,166.25,-0.136941997295882
270,307.5,166.875,-0.137607310154725
270,307.5,167.5,-0.138280882999653
270,307.5,168.125,-0.138962924082262
270,307.5,168.75,-0.139653645809818
270,307.5,169.375,-0.140353264962073
270,307.5,170,-0.141062002913701
270,307.5,170.625,-0.14178008586268
270,307.5,171.25,-0.142507745064958
270,307.5,171.875,-0.143245217075737
270,307.5,172.5,-0.143992743997722
270,307.5,173.125,-0.144750573736745
270,307.5,173.75,-0.145518960265124
270,307.5,174.375,-0.146298163893206
270,307.5,175,-0.1470884515495
270,307.5,175.625,-0.147890097069876
270,307.5,176.25,-0.148703381496321
270,307.5,176.875,-0.149528593385704
270,307.5,177.5,-0.150366029129177
270,307.5,178.125,-0.151215993282652
270,307.5,178.75,-0.152078798909031
270,307.5,179.375,-0.152954767932778
270,307.5,180,-0.153844231507446
270,307.5,180.625,-0.154747530396893
270,307.5,181.25,-0.155665015370871
270,307.5,181.875,-0.156597047615751
270,307.5,182.5,-0.157543999161184
270,307.5,183.125,-0.158506253323519
270,307.5,183.75,-0.159484205166881
270,307.5,184.375,-0.160478261982825
270,307.5,185,-0.161488843789562
270,307.5,185.625,-0.162516383851743
270,307.5,186.25,-0.16356132922197
270,307.5,186.875,-0.164624141305133
270,307.5,187.5,-0.165705296446764
270,307.5,188.125,-0.166805286546787
270,307.5,188.75,-0.167924619699921
270,307.5,189.375,-0.169063820864218
270,307.5,190,-0.170223432559264
270,307.5,190.625,-0.171404015595609
270,307.5,191.25,-0.172606149837181
270,307.5,191.875,-0.173830434998401
270,307.5,192.5,-0.175077491477983
270,307.5,193.125,-0.176347961231403
270,307.5,193.75,-0.177642508684148
270,307.5,194.375,-0.178961821688072
270,307.5,195,-0.180306612523197
270,307.5,195.625,-0.181677618947553
270,307.5,196.25,-0.183075605297751
270,307.5,196.875,-0.184501363643172
270,307.5,197.5,-0.185955714996782
270,307.5,198.125,-0.187439510585878
270,307.5,198.75,-0.188953633186184
270,307.5,199.375,-0.190498998522941
270,307.5,200,-0.192076556742931
270,307.5,200.625,-0.193687293961569
270,307.5,201.25,-0.195332233889477
270,307.5,201.875,-0.197012439543248
270,307.5,202.5,-0.198729015045448
270,307.5,203.125,-0.20048310751914
270,307.5,203.75,-0.202275909082702
270,307.5,204.375,-0.204108658950955
270,307.5,205,-0.205982645649172
270,307.5,205.625,-0.207899209346803
270,307.5,206.25,-0.209859744318417
270,307.5,206.875,-0.211865701539692
270,307.5,207.5,-0.213918591426984
270,307.5,208.125,-0.21601998672944
270,307.5,208.75,-0.218171525583422
270,307.5,209.375,-0.220374914739524
270,307.5,210,-0.222631932973321
270,307.5,210.625,-0.224944434691748
270,307.5,211.25,-0.227314353747776
270,307.5,211.875,-0.229743707477132
270,307.5,212.5,-0.232234600971657
270,307.5,213.125,-0.234789231605053
270,307.5,213.75,-0.23740989382788
270,307.5,214.375,-0.240098984249959
270,307.5,215,-0.242859007029651
270,307.5,215.625,-0.245692579590982
270,307.5,216.25,-0.24860243869112
270,307.5,216.875,-0.251591446862456
270,307.5,217.5,-0.254662599255421
270,307.5,218.125,-0.257819030910108
270,307.5,218.75,-0.261064024487004
270,307.5,219.375,-0.264401018489481
270,307.5,220,-0.267833616013254
270,307.5,220.625,-0.271365594060784
270,307.5,221.25,-0.275000913461644
270,307.5,221.875,-0.278743729443078
270,307.5,222.5,-0.282598402898647
270,307.5,223.125,-0.286569512406563
270,307.5,223.75,-0.29066186705368
270,307.5,224.375,-0.294880520125497
270,307.5,225,-0.299230783727657
270,307.5,225.625,-0.303718244409686
270,307.5,226.25,-0.308348779867626
270,307.5,226.875,-0.31312857680867
270,307.5,227.5,-0.318064150067695
270,307.5,228.125,-0.323162363073353
270,307.5,228.75,-0.328430449769404
270,307.5,229.375,-0.333876038106079
270,307.5,230,-0.33950717522595
270,307.5,230.625,-0.345332354479385
270,307.5,231.25,-0.351360544416224
270,307.5,231.875,-0.357601219912865
270,307.5,232.5,-0.364064395607602
270,307.5,233.125,-0.370760661831911
270,307.5,233.75,-0.37770122324144
270,307.5,234.375,-0.384897940368092
270,307.5,235,-0.392363374333429
270,307.5,235.625,-0.400110834984275
270,307.5,236.25,-0.408154432733676
270,307.5,236.875,-0.41650913441437
270,307.5,237.5,-0.425190823477884
270,307.5,238.125,-0.434216364900342
270,307.5,238.75,-0.443603675185978
270,307.5,239.375,-0.453371797891456
270,307.5,240,-0.463540985128306
270,307.5,240.625,-0.474132785537056
270,307.5,241.25,-0.485170139264949
270,307.5,241.875,-0.496677480519345
270,307.5,242.5,-0.508680848310517
270,307.5,243.125,-0.52120800604064
270,307.5,243.75,-0.534288570639145
270,307.5,244.375,-0.547954151988031
270,307.5,245,-0.562238503422617
270,307.5,245.625,-0.577177684132609
270,307.5,246.25,-0.592810234322738
270,307.5,246.875,-0.60917736401964
270,307.5,247.5,-0.626323156428241
270,307.5,248.125,-0.644294786743138
270,307.5,248.75,-0.66314275730197
270,307.5,249.375,-0.682921149922684
270,307.5,250,-0.703687896185184
270,307.5,250.625,-0.725505066289678
270,307.5,251.25,-0.748439176934666
270,307.5,251.875,-0.772561518389448
270,307.5,252.5,-0.79794850056727
270,307.5,253.125,-0.824682017408013
270,307.5,253.75,-0.852849828219305
270,307.5,254.375,-0.882545953759586
270,307.5,255,-0.913871083722742
270,307.5,255.625,-0.946932990837048
270,307.5,256.25,-0.981846944940185
270,307.5,256.875,-1.01873611804108
270,307.5,257.5,-1.05773196840804
270,307.5,258.125,-1.09897458798949
270,307.5,258.75,-1.1426129928073
270,307.5,259.375,-1.18880533016136
270,307.5,260,-1.23771896931253
270,307.5,260.625,-1.28953043349934
270,307.5,261.25,-1.34442512039035
270,307.5,261.875,-1.40259674505343
270,307.5,262.5,-1.46424642390058
270,307.5,263.125,-1.5295812995301
270,307.5,263.75,-1.59881258469155
270,307.5,264.375,-1.67215287864558
270,307.5,265,-1.74981258114321
270,307.5,265.625,-1.83199519870922
270,307.5,266.25,-1.91889130616356
270,307.5,266.875,-2.01067089567195
270,307.5,267.5,-2.10747381989469
270,307.5,268.125,-2.2093980209202
270,307.5,268.75,-2.31648524138782
270,307.5,269.375,-2.42870395095066
270,307.5,270,-2.54592930688605
270,307.5,270.625,-2.66792012403639
270,307.5,271.25,-2.79429308276561
270,307.5,271.875,-2.92449478331143
270,307.5,272.5,-3.05777278779445
270,307.5,273.125,-3.19314749309169
270,307.5,273.75,-3.32938753874577
270,307.5,274.375,-3.46499241689031
270,307.5,275,-3.5981868859681
270,307.5,275.625,-3.72693247131405
270,307.5,276.25,-3.84896143649604
270,307.5,276.875,-3.96183773447468
270,307.5,277.5,-4.06304722981755
270,307.5,278.125,-4.15011575092467
270,307.5,278.75,-4.22074851918062
270,307.5,279.375,-4.27297901497063
270,307.5,280,-4.30531073622754
270,307.5,280.625,-4.3168331820315
270,307.5,281.25,-4.30729500213972
270,307.5,281.875,-4.27712285209967
270,307.5,282.5,-4.22738301286957
270,307.5,283.125,-4.1596921203443
270,307.5,283.75,-4.07609095505766
270,307.5,284.375,-3.97889936412529
270,307.5,285,-3.87057047795647
270,307.5,285.625,-3.75355915019905
270,307.5,286.25,-3.6302144528054
270,307.5,286.875,-3.50270065625251
270,307.5,287.5,-3.37294657563906
270,307.5,288.125,-3.2426200361511
270,307.5,288.75,-3.11312255785463
270,307.5,289.375,-2.9855989096371
270,307.5,290,-2.86095654342631
270,307.5,290.625,-2.73989071910522
270,307.5,291.25,-2.62291208156871
270,307.5,291.875,-2.51037436988021
270,307.5,292.5,-2.40250072735638
270,307.5,293.125,-2.29940770543377
270,307.5,293.75,-2.20112651583302
270,307.5,294.375,-2.10762140636351
270,307.5,295,-2.01880524400854
270,307.5,295.625,-1.9345525127012
270,307.5,296.25,-1.85470999675653
270,307.5,296.875,-1.77910544373579
270,307.5,297.5,-1.7075544973089
270,307.5,298.125,-1.63986617207243
270,307.5,298.75,-1.57584711562328
270,307.5,299.375,-1.51530487334906
270,307.5,300,-1.45805034144053
270,307.5,300.625,-1.40389956536412
270,307.5,301.25,-1.35267501540096
270,307.5,301.875,-1.30420644825861
270,307.5,302.5,-1.25833144423717
270,307.5,303.125,-1.21489569282763
270,307.5,303.75,-1.1737530856744
270,307.5,304.375,-1.13476566423609
270,307.5,305,-1.09780345991457
270,307.5,305.625,-1.06274425659084
270,307.5,306.25,-1.02947329913204
270,307.5,306.875,-0.997882966275578
270,307.5,307.5,-0.96787242214268
270,307.5,308.125,-0.93934725730465
270,307.5,308.75,-0.912219127671037
270,307.5,309.375,-0.88640539736203
270,307.5,310,-0.86182879006414
270,307.5,310.625,-0.838417052062542
270,307.5,311.25,-0.816102629124624
270,307.5,311.875,-0.794822358620374
270,307.5,312.5,-0.774517177659432
270,307.5,313.125,-0.755131847564648
270,307.5,313.75,-0.736614694656939
270,307.5,314.375,-0.718917367072286
270,307.5,315,-0.7019946071489
270,307.5,315.625,-0.685804038795436
270,307.5,316.25,-0.670305969166923
270,307.5,316.875,-0.655463203924421
270,307.5,317.5,-0.641240875328506
270,307.5,318.125,-0.627606282410313
270,307.5,318.75,-0.614528742471366
270,307.5,319.375,-0.601979453181237
270,307.5,320,-0.589931364567181
270,307.5,320.625,-0.57835906022006
270,307.5,321.25,-0.567238647073806
270,307.5,321.875,-0.556547653150874
270,307.5,322.5,-0.546264932701559
270,307.5,323.125,-0.536370578200675
270,307.5,323.75,-0.526845838700109
270,307.5,324.375,-0.517673044069453
270,307.5,325,-0.508835534689678
270,307.5,325.625,-0.500317596195599
270,307.5,326.25,-0.492104398892526
270,307.5,326.875,-0.484181941499997
270,307.5,327.5,-0.476536998901675
270,307.5,328.125,-0.469157073604788
270,307.5,328.75,-0.462030350635278
270,307.5,329.375,-0.455145655615927
270,307.5,330,-0.448492415794582
270,307.5,330.625,-0.442060623807713
270,307.5,331.25,-0.435840803981658
270,307.5,331.875,-0.429823980989521
270,307.5,332.5,-0.424001650696327
270,307.5,333.125,-0.418365753038507
270,307.5,333.75,-0.412908646796229
270,307.5,334.375,-0.407623086128796
270,307.5,335,-0.402502198753877
270,307.5,335.625,-0.397539465661528
270,307.5,336.25,-0.392728702262947
270,307.5,336.875,-0.388064040882757
270,307.5,337.5,-0.383539914511467
270,307.5,338.125,-0.379151041742299
270,307.5,338.75,-0.374892412823656
270,307.5,339.375,-0.370759276764953
270,307.5,340,-0.366747129439909
270,307.5,340.625,-0.362851702637164
270,307.5,341.25,-0.359068954013728
270,307.5,341.875,-0.355395057912193
270,307.5,342.5,-0.35182639700759
270,307.5,343.125,-0.34835955475505
270,307.5,343.75,-0.344991308613992
270,307.5,344.375,-0.341718624029558
270,307.5,345,-0.338538649156617
270,307.5,345.625,-0.335448710316392
270,307.5,346.25,-0.332446308180525
270,307.5,346.875,-0.32952911468214
270,307.5,347.5,-0.326694970658372
270,307.5,348.125,-0.323941884233876
270,307.5,348.75,-0.321268029959966
270,307.5,349.375,-0.318671748729486
270,307.5,350,-0.316151548493139
270,307.5,350.625,-0.313706105808936
270,307.5,351.25,-0.311334268262653
270,307.5,351.875,-0.309035057803789
270,307.5,352.5,-0.306807675048467
270,307.5,353.125,-0.304651504608094
270,307.5,353.75,-0.302566121510296
270,307.5,354.375,-0.300551298786864
270,307.5,355,-0.298607016311933
270,307.5,355.625,-0.296733470982488
270,307.5,356.25,-0.294931088342503
270,307.5,356.875,-0.29320053576115
270,307.5,357.5,-0.291542737284916
270,307.5,358.125,-0.289958890292395
270,307.5,358.75,-0.288450484088895
270,307.5,359.375,-0.287019320585415
270,307.5,360,-0.285667537212214
270,307.5,360.625,-0.28439763222054
270,307.5,361.25,-0.283212492525919
270,307.5,361.875,-0.282115424241585
270,307.5,362.5,-0.281110186039283
270,307.5,363.125,-0.280201025454891
270,307.5,363.75,-0.279392718225249
270,307.5,364.375,-0.278690610696813
270,307.5,365,-0.278100665282459
270,307.5,365.625,-0.277629508854178
270,307.5,366.25,-0.277284483840993
270,307.5,366.875,-0.277073701644666
270,307.5,367.5,-0.277006097782463
270,307.5,368.125,-0.277091487904845
270,307.5,368.75,-0.277340623504406
270,307.5,369.375,-0.277765245716459
270,307.5,370,-0.278378135095576
270,307.5,370.625,-0.279193154619792
270,307.5,371.25,-0.280225282408521
270,307.5,371.875,-0.281490629726812
270,307.5,372.5,-0.283006438776778
270,307.5,373.125,-0.284791053544654
270,307.5,373.75,-0.286863855589492
270,307.5,374.375,-0.289245155158557
270,307.5,375,-0.291956026456291
